name	sentenceId	sentence	nextSentenceID	checkIfOption	option1	option2	option3	option1_sentenceID	option2_sentenceID	option3_sentenceID	checkIfEnd	checkIfAffection	"event (1 - AffectionEvent, 2 - ScavengerEvent, 3 - Sleep, 4 - ChangePhase, 5 - FilmingConvo)"	"expression (0 - Neutral, 1 - Happy, 2 - Angry, 3 - Sad, 4 - Shy)"
Xina	13	I knew I recognised your taste!	14	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	14	"Xina smiles radiantly at you, proud of her intuition"	15	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	15	She looks happy to see you	16	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	16	She looks happy to see you	-	TRUE	Is my taste that distinct?	I'm happy to see you too.	-	17	22	-	FALSE	FALSE	-	0
Xina	17	Yup!	18	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	18	Xina says it with a chirp in her voice.	19	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	19	I could probably make out your taste from a crowd.	20	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	20	I wonder why…	21	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	21	She seems to try to ponder on her own question for a brief moment before dropping it and moving onto something else.	26	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	22	Xina turns a bright pink in response to you reading her emotions	23	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	23	I'm like an open book to you huh?	24	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	24	"Wait, aren't I supposed to be the mind reader here???"	25	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	25	She giggles at her own joke	26	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	26	Anyways-	27	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	27	You wanna try playing this game?	28	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	28	"It's really fun, It's like an updated version of a game my dad had!”"	29	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	29	She looks at you with anticipation and eagerness	30	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	30	You can't bring yourself to say no to her.	31	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	31	The game is simple you just got to get as much points as possible 	32	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	32	To get points just press on the notes	33	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	33	Here we go~	34	FALSE	-	-	-	-	-	-	TRUE	FALSE	-	0
Xina	34	Oh wow!	35	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	35	You're surprisingly good!	36	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	36	Xina seems impressed with your skills.	37	FALSE	-	-	-	-	-	-	FALSE	TRUE	-	0
 	37	Xina giggles at your poor score	38	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	38	Hehehe-	39	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	39	She teases you for your lack of skill	40	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	40	"It's ok, the game's pretty tough for beginners"	41	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	41	You Noooobbbb.	42	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	42	Even though you just met her recently it feels as if Xina has been part of your life for a long time-	43	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	43	"The atmosphere between the two of you is comfortable,"	44	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	44	Xina grabs your hand and pulls you along	45	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	45	Let's move over to the couches!	46	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	46	"You and Xina move over to the lounge area of the entertainment room,"	47	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	47	The both of you sit down on the couches while still holding hands	48	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	48	"Her hand feels soft and a bit squishy, but warm."	49	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	49	"You know,"	50	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	50	I've explored the whole ship but I like this place the most!	51	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	51	There are so many arcade machines here!	52	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	52	The pool's my second favourite though!	53	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	53	The pool's my second favourite though!	-	TRUE	You were really good at that game!	How'd you get so good at that game?	-	54	54	-	FALSE	FALSE	-	0
Xina	54	Hehe-	55	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	55	"Xina's blushes a bit and puffs out her chest,"	56	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	56	"Her face looks a little smug and seems like it's saying 'Yes, Praise me more!'"	57	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	57	The version of that game is the ultra-definitive-game of the century version so it's got a lotta tough songs in it.	58	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	58	Luckily for me my skills from an older cabinet version carries over-	59	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	59	Xina looks at you with innocent eyes while explaining her history with the game	60	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	60	Oh!	61	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	61	"She very subtly squeezes your hand,"	62	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	62	"You see, my dad had an ancient arcade machine with the same older game on it-"	63	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	63	"He was such a nerd about it, he spent a lottt of money on it."	64	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	64	"He was such a nerd about it, he spent a lottt of money on it."	-	TRUE	Was?	How much did he spend on it?	-	65	71	-	FALSE	FALSE	-	0
 	65	Xina looks at you with sadness in her eyes. . .	66	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	66	Her grip on your hand loosens. . .	67	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	67	He's…	68	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	68	No longer with us.	69	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	69	"But I have a feeling you would get along with him,"	70	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	70	Xina's tone of voice cheers up a bit	74	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	71	A LOT.	72	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	72	Mom got reallyyyy mad him for that.	73	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	73	"He was fascinated with old tech from the humans,"	74	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	74	Probably because-	75	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	75	He was a human too!	76	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	76	Her grip on you tightens slightly once again.	77	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	77	Her grip on you tightens slightly once again.	-	TRUE	A human? Then how-	???	-	78	78	-	FALSE	FALSE	-	0
 	78	"Xina giggles at your confusion,"	79	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	79	"You see, Scyzoans often crossbreed with other sentient-species"	80	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	80	"Xina stares at your fingers and intertwines them with hers,"	81	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	81	"I think most of the new generation of Scyzoans are mixed actually,"	82	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	82	Xina stops staring off into space and focuses on you again	83	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	83	Even in my mother's generation-	84	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	84	Xina's expression freezes at the mention of her mother	85	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	85	She looks at you with an almost melancholic look on her face before continuing like nothing happened	86	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	86	Even in my mother's generation there were quite a few mixed species couples	87	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	87	"She moves closer to you on the couch while keeping her eyes locked to yours,"	88	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	88	"My dad fell in love with her at first sight, almost like a fairytale"	89	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	89	"Xina moves even closer, your hands tightly intertwine."	90	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	90	"He always told me stories about it, even though I was like 5-"	91	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	91	"She moves her face closer to yours, her grip becomes firmer"	92	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	92	He said that the person I would fall in love with would have a sparkle in their eyes when they looked at me.	93	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	93	Xina stops moving when her face is mere inches away from yours.	94	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	94	"The both of you lock eyes with each other for what feels like eons, all while your faces get closer and closer"	95	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	95	"Xina's eyes are like a clear & still body of water, the longer you stare into them the more captivated you are"	96	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	96	"Eventually Xina blinks and she pulls away from your face, her complexion slowly transitioning to pink"	97	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	97	She lets go of your hand as well	98	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	98	She lets go of your hand as well	-	TRUE	So close yet so far…	"So, did my eyes sparkle?"	-	99	102	-	FALSE	FALSE	-	0
Xina	99	Hehe-	100	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	100	Maybe- not yet…	101	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	101	Xina turns away from you to try and hide her rapidly deepening blush	105	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	102	. . . 	103	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	103	"Xina closes her eyes and places her hands over her face,"	104	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	104	She also turns away from you in embarrassment.	105	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	105	Although you can't see Xina's face you can still see her complexion getting pinker and pinker	106	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	106	"As if out of embarrassment, she jumps up from the couch before turning around to talk to you in a rushed manner,"	107	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	107	I've uh- gotta go because of reasons-	108	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Xina	108	I'll see you around!	109	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	109	"Xina dashes away, leaving you on the couch alone."	110	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	110	You feel like you've gotten closer with her-	111	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	111	"Having nothing else to do and drained from your time with Xina, you return to your room."	-	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	112	"Benia is standing by the bar all by her lonesome,"	113	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	113	She's staring at the bottles on the shelves in an almost trance-like state.	114	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	114	Spend time with Benia?	115	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	115	Spend time with Benia?	-	TRUE	Yes 	Maybe Another Time	-	592	115	-	TRUE	FALSE	-	0
 	116	As you approach Benia she sees your reflection in the bottles and turns to face you.	117	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	117	Well-	118	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	118	Benia looks down at you-	119	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	119	"I've been waiting for you,  PlayerName ~"	120	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	120	"She pats the seat next her, inviting you to sit down"	121	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	121	"She pats the seat next her, inviting you to sit down"	-	TRUE	Obediently sit down	Stand next to Benia	-	122	125	-	FALSE	FALSE	-	0
 	122	Benia smirks as you take a seat	123	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	123	It's good to see you  PlayerName -	124	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	124	Benia licks her lips while eying you	130	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	125	Benia looks at you with curiosity as you stand next to her	126	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	126	Hmm?	127	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	127	Oh	128	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	128	How considerate of you  PlayerName ~”	129	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	129	She makes some room for you to stand comfortably next to her.	130	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	130	Benia will be relentlessly trying to flirt with you.	131	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	131	You have a set amount of time to respond to her assaults.	132	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	132	Each of the options you are given might or might not impress Benia.	133	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	133	Correctly identify the correct options Benia would like.	134	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	134	Good luck~	135	FALSE	-	-	-	-	-	-	FALSE	FALSE	1	0
Benia	135	"So dearie, tell me more about yourself-"	136	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	136	What led you aboard the matchmaker?	137	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	137	What led you aboard the matchmaker?	-	TRUE	Someone made me sign up actually-	"Oh, nothing too interesting-"	"Something boring, but because of it I met you-"	138	145	148	FALSE	FALSE	-	0
Player	138	"They wouldn't stop pestering me about it,"	139	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	139	Didn't think I'd ever get chosen though.	140	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	140	Benia seems intrigued by your response.	141	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	141	Really?	142	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	142	Benia's voice softens	143	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	143	Sounds like they really care about you. . .	144	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	144	She spaces out for a bit before changing topics-	152	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	145	I just applied to the show and happened to be chosen. . .	146	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	146	Benia looks disinterested by your response.	147	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	147	A short awkward silence follows before she changes the topic-	152	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	148	So I guess I should thank the lucky stars	149	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	149	Benia seems amused by your response.	150	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	150	"Well then, I guess I should thank the 7 too~"	151	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	151	She adjusts her standing posture before changing the topic-	152	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	152	Benia moves a little closer to you.	153	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	153	"During our first filming session when you smiled, you really made my heart skip a beat~"	154	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	154	Where'd you learn such a killer move?	155	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	155	Benia chuckles seductively	156	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	156	Benia chuckles seductively	-	TRUE	It was a bit of an accident-	Guess it just came to me-	Well-	157	163	168	FALSE	FALSE	-	0
Player	157	I realised that someone was cheering for me when I was under the spotlight.	158	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	158	And that made me genuinely smile.	159	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	159	Benia seems intrigued by your response.	160	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	160	Her eyes unfocus and she spaces out	161	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	161	A genuine smile huh?	162	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	162	Benia spaces out for awhile longer before continuing her assault-	171	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	163	Like it was second nature perhaps?	164	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	164	Benia seems amused by your response.	165	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	165	She chuckles	166	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	166	"E-heh-heh, well you're quite the charmer then~"	167	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	167	She adjusts her standing posture before changing topic-	171	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	168	"It wasn't really anything special you know, it kinda just happened."	169	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	169	Benia looks disinterested by your response.	170	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	170	A short awkward silence follows before she changes the topic-	171	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	171	Benia moves even closer to you	172	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	172	Do you know how the Verdure reproduce?	173	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	173	From what I read about humans it's quite different~	174	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	174	From what I read about humans it's quite different~	-	TRUE	Well considering that you look like a human-	I know a little bit-	Not exactly-	175	180	188	FALSE	FALSE	-	0
Player	175	Your people can't be that different right?	176	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	176	Benia looks annoyed by your response.	177	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	177	"I look the way I do now because it's what would attract a humanoid partner, the Verdure are very different from humans."	178	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	178	"Benia stares at you coldly, you've really pissed her off with that response. . ."	179	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	179	A long awkward silence follows before she changes topics-	200	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	180	But only what Game Host Joe said. . .	181	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	181	Benia seems amused by your response.	182	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	182	"Ah, well then there's a lot to learn about me then~"	183	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	183	"The Verdure don't exactly have reproductive organs, we are only able to have offspring because of what we call our Family Tree."	184	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	184	"But that Family Tree needs genetic information before producing Verdure offspring, specifically from other species"	185	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	185	Why specifically other species?	186	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	186	"I don't know, I never got to learn how the Family Trees biologically functions"	187	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	187	A short silence follows before she changes the topic-	200	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	188	I haven't actually heard of the Verdure before. . .	189	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	189	"Ah, well then there's a lot you don't know then-"	190	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	190	"The Verdure don't exactly have reproductive organs, we are only able to have offspring because of what we call our Family Tree."	191	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	191	Benia seems to be enjoy telling you about her species's history	192	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	192	"But that Family Tree needs genetic information before producing Verdure offspring, specifically from other species"	193	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	193	Why specifically other species?	194	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	194	Who knows?	195	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	195	"Benia starts playing with her leafy hair,"	196	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	196	"But the way female Verdure collect that 'genetic information' is very, very. Similar to humans~"	197	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	197	"Benia smirks at you whilst licking her lips taking pleasure in teasing you,"	198	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	198	You quickly find an excuse to change the topic out of embarrassment-	199	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	199	"Erm-, Uh-, let's change the topic shall we?"	200	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	200	"Benia moves closer again, at this point she's rubbing against your shoulder"	201	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	201	I'm a bit curious-	202	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	202	Do you have any experience with women?	203	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	203	Do you have any experience with women?	-	TRUE	"What, uh- totally-"	Was it that obvious?	"Uh, Um-"	204	208	214	FALSE	FALSE	-	0
Player	204	I've uh- had like a whole lot of partners in the past.	205	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	205	Real convincing there bud.	206	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	206	"Benia stares at you unconvinced, she definitely did not like that response. . ."	207	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	207	A long awkward silence follows-	-	FALSE	-	-	-	-	-	-	TRUE	FALSE	-	0
Benia	208	Hahaha-	209	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	209	"Sorry, I didn't mean to laugh."	210	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	210	"Benia seems a bit different, she sounds more natural."	211	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	211	It's a little obvious but I don't see that as a bad thing.	212	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	212	Benia's seductive tone returns	213	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	213	It just means that I have a lot to teach you~	-	FALSE	-	-	-	-	-	-	TRUE	FALSE	-	0
Player	214	No. . .	215	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	215	Having Benia standing right next to you really emphasises your height difference	216	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	216	"She's at least 2 heads taller than you, it actually strains your neck a bit to look up at her from this angle-"	217	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	217	Benia is staring into your eyes with a smirk on her face	218	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	218	"It's ok  PlayerName , there's always a first for everything~"	-	FALSE	-	-	-	-	-	-	TRUE	FALSE	-	0
 	219	Benia turns her body to face you and gently holds your face in her hand	220	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	220	You know how to stand your ground-	221	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	221	That's good~	222	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	222	"Your heart is beating out of your chest as she holds your face,"	223	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	223	Benia bends down to your height and looks into your eyes.	224	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	224	You're quite the smooth talker aren't you?	225	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	225	It's quite rare that I find anyone who can match wits with me-	226	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	226	Most of the other guys I've talked with either become too flustered or are just stupid imbeciles who only know how to talk about themselves.	227	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	227	Most of the other guys I've talked with either become too flustered or are just stupid imbeciles who only know how to talk about themselves.	-	TRUE	Sounds rough.	They couldn't have all been bad right?	-	228	230	-	FALSE	FALSE	-	0
 	228	"Benia's tone of voice changes after hearing your comment, she also lets go of your face"	229	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	229	"Tell me about it, I either run into stuttering virgins who have zero idea how to speak to a woman or a**holes who think they're hot shit."	234	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	230	"Benia's tone of voice changes after hearing your comment, she also lets go of your face"	231	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	231	Hahaha-	232	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	232	She's laughing quite loudly. . .	233	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	233	You have no idea the kind of people I've met while looking for a Donor-	234	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	234	Benia becomes more expressive and starts making sweeping hand gestures	235	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	235	She almost sounds like a different person	236	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	236	The a**holes are a minority but they're a loud one-	237	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	237	"Like-, Pyacinth has bigger things to worry about than how many Galacks you can bench press-"	238	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	238	She looks visibly pissed even mentioning it	239	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
