name	sentenceId	sentence	nextSentenceID	checkIfOption	option1	option2	option3	option1_sentenceID	option2_sentenceID	option3_sentenceID	checkIfEnd	checkIfAffection	"event (1 - AffectionEvent, 2 - ScavengerEvent, 3 - Sleep, 4 - ChangePhase, 5 - FilmingConvo)"	"expression (0 - Neutral, 1 - Happy, 2 - Angry, 3 - Sad, 4 - Shy)"
 	109	"Benia is standing by the bar all by her lonesome,"	110	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	110	She's staring at the bottles on the shelves in an almost trance-like state.	111	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	111	Spend time with Benia?	112	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	112	Spend time with Benia?	-	TRUE	Yes 	Maybe Another Time	-	387	112	-	TRUE	FALSE	-	0
 	113	As you approach Benia she sees your reflection in the bottles and turns to face you.	114	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	114	Well-	115	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	115	Benia looks down at you-	116	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	116	"I've been waiting for you,  PlayerName ~"	117	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	117	"She pats the seat next her, inviting you to sit down"	118	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	118	"She pats the seat next her, inviting you to sit down"	-	TRUE	Obediently sit down	Stand next to Benia	-	119	122	-	FALSE	FALSE	-	0
 	119	Benia smirks as you take a seat	120	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	120	It's good to see you  PlayerName -	121	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	121	Benia licks her lips while eying you	127	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	122	Benia looks at you with curiosity as you stand next to her	123	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	123	Hmm?	124	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	124	Oh	125	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	125	How considerate of you  PlayerName ~”	126	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	126	She makes some room for you to stand comfortably next to her.	127	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	127	Benia will be relentlessly trying to flirt with you.	128	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	128	You have a set amount of time to respond to her assaults.	129	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	129	Each of the options you are given might or might not impress Benia.	130	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	130	Correctly identify the correct options Benia would like.	131	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	131	Good luck~	132	FALSE	-	-	-	-	-	-	FALSE	FALSE	1	0
Benia	132	"So dearie, tell me more about yourself-"	133	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	133	What led you aboard the matchmaker?	134	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	134	What led you aboard the matchmaker?	-	TRUE	Someone made me sign up actually-	"Oh, nothing too interesting-"	"Something boring, but because of it I met you-"	135	142	145	FALSE	FALSE	-	0
Player	135	"They wouldn't stop pestering me about it,"	136	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	136	Didn't think I'd ever get chosen though.	137	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	137	Benia seems intrigued by your response.	138	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	138	Really?	139	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	139	Benia's voice softens	140	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	140	Sounds like they really care about you. . .	141	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	141	She spaces out for a bit before changing topics-	149	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	142	I just applied to the show and happened to be chosen. . .	143	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	143	Benia looks disinterested by your response.	144	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	144	A short awkward silence follows before she changes the topic-	149	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	145	So I guess I should thank the lucky stars	146	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	146	Benia seems amused by your response.	147	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	147	"Well then, I guess I should thank the 7 too~"	148	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	148	She adjusts her standing posture before changing the topic-	149	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	149	Benia moves a little closer to you.	150	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	150	"During our first filming session when you smiled, you really made my heart skip a beat~"	151	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	151	Where'd you learn such a killer move?	152	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	152	Benia chuckles seductively	153	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	153	Benia chuckles seductively	-	TRUE	It was a bit of an accident-	Guess it just came to me-	Well-	154	160	165	FALSE	FALSE	-	0
Player	154	I realised that someone was cheering for me when I was under the spotlight.	155	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	155	And that made me genuinely smile.	156	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	156	Benia seems intrigued by your response.	157	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	157	Her eyes unfocus and she spaces out	158	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	158	A genuine smile huh?	159	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	159	Benia spaces out for awhile longer before continuing her assault-	168	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	160	Like it was second nature perhaps?	161	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	161	Benia seems amused by your response.	162	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	162	She chuckles	163	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	163	"E-heh-heh, well you're quite the charmer then~"	164	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	164	She adjusts her standing posture before changing topic-	168	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	165	"It wasn't really anything special you know, it kinda just happened."	166	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	166	Benia looks disinterested by your response.	167	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	167	A short awkward silence follows before she changes the topic-	168	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	168	Benia moves even closer to you	169	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	169	Do you know how the Verdure reproduce?	170	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	170	From what I read about humans it's quite different~	171	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	171	From what I read about humans it's quite different~	-	TRUE	Well considering that you look like a human-	I know a little bit-	Not exactly-	172	177	185	FALSE	FALSE	-	0
Player	172	Your people can't be that different right?	173	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	173	Benia looks annoyed by your response.	174	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	174	"I look the way I do now because it's what would attract a humanoid partner, the Verdure are very different from humans."	175	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	175	"Benia stares at you coldly, you've really pissed her off with that response. . ."	176	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	176	A long awkward silence follows before she changes topics-	197	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	177	But only what Game Host Joe said. . .	178	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	178	Benia seems amused by your response.	179	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	179	"Ah, well then there's a lot to learn about me then~"	180	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	180	"The Verdure don't exactly have reproductive organs, we are only able to have offspring because of what we call our Family Tree."	181	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	181	"But that Family Tree needs genetic information before producing Verdure offspring, specifically from other species"	182	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	182	Why specifically other species?	183	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	183	"I don't know, I never got to learn how the Family Trees biologically functions"	184	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	184	A short silence follows before she changes the topic-	197	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	185	I haven't actually heard of the Verdure before. . .	186	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	186	"Ah, well then there's a lot you don't know then-"	187	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	187	"The Verdure don't exactly have reproductive organs, we are only able to have offspring because of what we call our Family Tree."	188	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	188	Benia seems to be enjoy telling you about her species's history	189	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	189	"But that Family Tree needs genetic information before producing Verdure offspring, specifically from other species"	190	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	190	Why specifically other species?	191	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	191	Who knows?	192	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	192	"Benia starts playing with her leafy hair,"	193	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	193	"But the way female Verdure collect that 'genetic information' is very, very. Similar to humans~"	194	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	194	"Benia smirks at you whilst licking her lips taking pleasure in teasing you,"	195	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	195	You quickly find an excuse to change the topic out of embarrassment-	196	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Player	196	"Erm-, Uh-, let's change the topic shall we?"	197	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	197	"Benia moves closer again, at this point she's rubbing against your shoulder"	198	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	198	I'm a bit curious-	199	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	199	Do you have any experience with women?	200	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	200	Do you have any experience with women?	-	TRUE	"What, uh- totally-"	Was it that obvious?	"Uh, Um-"	201	205	211	FALSE	FALSE	-	0
Player	201	I've uh- had like a whole lot of partners in the past.	202	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	202	Real convincing there bud.	203	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	203	"Benia stares at you unconvinced, she definitely did not like that response. . ."	204	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	204	A long awkward silence follows-	216	FALSE	-	-	-	-	-	-	TRUE	FALSE	-	0
Benia	205	Hahaha-	206	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	206	"Sorry, I didn't mean to laugh."	207	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	207	"Benia seems a bit different, she sounds more natural."	208	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	208	It's a little obvious but I don't see that as a bad thing.	209	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	209	Benia's seductive tone returns	210	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	210	It just means that I have a lot to teach you~	216	FALSE	-	-	-	-	-	-	TRUE	FALSE	-	0
Player	211	No. . .	212	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	212	Having Benia standing right next to you really emphasises your height difference	213	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	213	"She's at least 2 heads taller than you, it actually strains your neck a bit to look up at her from this angle-"	214	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	214	Benia is staring into your eyes with a smirk on her face	215	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	215	"It's ok  PlayerName , there's always a first for everything~"	216	FALSE	-	-	-	-	-	-	TRUE	FALSE	-	0
 	216	Benia turns her body to face you and gently holds your face in her hand	217	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	217	You know how to stand your ground-	218	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	218	That's good~	219	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	219	"Your heart is beating out of your chest as she holds your face,"	220	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	220	Benia bends down to your height and looks into your eyes.	221	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	221	You're quite the smooth talker aren't you?	222	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	222	It's quite rare that I find anyone who can match wits with me-	223	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	223	Most of the other guys I've talked with either become too flustered or are just stupid imbeciles who only know how to talk about themselves.	224	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	224	Most of the other guys I've talked with either become too flustered or are just stupid imbeciles who only know how to talk about themselves.	-	TRUE	Sounds rough.	They couldn't have all been bad right?	-	225	227	-	FALSE	FALSE	-	0
 	225	"Benia's tone of voice changes after hearing your comment, she also lets go of your face"	226	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	226	"Tell me about it, I either run into stuttering virgins who have zero idea how to speak to a woman or a**holes who think they're hot shit."	231	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	227	"Benia's tone of voice changes after hearing your comment, she also lets go of your face"	228	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	228	Hahaha-	229	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	229	She's laughing quite loudly. . .	230	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	230	You have no idea the kind of people I've met while looking for a Donor-	231	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	231	Benia becomes more expressive and starts making sweeping hand gestures	232	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	232	She almost sounds like a different person	233	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	233	The a**holes are a minority but they're a loud one-	234	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Benia	234	"Like-, Pyacinth has bigger things to worry about than how many Galacks you can bench press-"	235	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	235	She looks visibly pissed even mentioning it	236	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Pyacinth?	236	"OH! And don't get me started on the shy ones, they have potential most of the time but they get wayyyy too possessive after a SINGLE date."	237	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
Pyacinth?	237	"I found it cute at first, creepy after a week."	238	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
 	238	Her body shivers as if remembering an unpleasant experience	239	FALSE	-	-	-	-	-	-	FALSE	FALSE	-	0
